name,field,subcategory,mbti
Angela Schijf,Entertainment,Aktor/Aktres,ENFJ
Angela Torres,Entertainment,Aktor/Aktres,ESFP
Angelababy (Yeung Wing),Entertainment,Aktor/Aktres,ESFJ
Angelica Ross,Entertainment,Aktor/Aktres,ESTJ
Angelina Jolie,Entertainment,Aktor/Aktres,ESTP
Angelines Fernández,Entertainment,Aktor/Aktres,ESFJ
Angga Dwimas Sasongko,Entertainment,Sutradara Film,ENTP
Angga Yunanda,Entertainment,Aktor/Aktres,ISFP
Anggy Umbara,Entertainment,Sutradara Film,ESFP
Angie Chiu,Entertainment,Aktor/Aktres,ISFJ
Angourie Rice,Entertainment,Aktor/Aktres,ENFP
Angus Cloud,Entertainment,Aktor/Aktres,ISFP
Anita Alvarado,Entertainment,Aktor/Aktres,ESTP
Anita Finlay,Entertainment,Aktor/Aktres,ISFJ
Anita Pallenberg,Entertainment,Aktor/Aktres,ISTP
Anja Rubik,Entertainment,Model,ISTJ
Anjali Bhimani,Entertainment,Aktor/Aktres,ESTJ
Anjelica Huston,Entertainment,Aktor/Aktres,ENFJ
Anju Inami,Entertainment,Pengisi Suara,ENFP
Ann Cusack,Entertainment,Aktor/Aktres,ESFJ
Ann Dowd,Entertainment,Aktor/Aktres,ENFJ
Ann Hui,Entertainment,Sutradara Film,INFJ
Anna Camp,Entertainment,Aktor/Aktres,ISFP
Anna Cathcart,Entertainment,Aktor/Aktres,ENFP
Anna Dymna,Entertainment,Aktor/Aktres,ENFJ
Anna Faris,Entertainment,Aktor/Aktres,ENFP
Anna Gunn,Entertainment,Aktor/Aktres,ENFJ
Anna Ishii,Entertainment,Aktor/Aktres,INTJ
Anna Karina,Entertainment,Aktor/Aktres,INFP
Anna Kendrick,Entertainment,Aktor/Aktres,ENTP
Anna May Wong,Entertainment,Industri Film,ISFP
Anna Nicole Smith,Entertainment,Model,ESFP
Anna Paquin,Entertainment,Aktor/Aktres,INFP
Anna Popplewell,Entertainment,Aktor/Aktres,ISTJ
Anna Torv,Entertainment,Aktor/Aktres,INFJ
Annabel Scholey,Entertainment,Aktor/Aktres,ISFJ
Annabelle Wallis,Entertainment,Aktor/Aktres,ESFP
Annalise Basso,Entertainment,Aktor/Aktres,ISTP
Annalynne McCord,Entertainment,Aktor/Aktres,ENFJ
AnnaSophia Robb,Entertainment,Aktor/Aktres,ENFJ
Anne Bancroft,Entertainment,Industri Film,INFJ
Anne Curtis,Entertainment,Aktor/Aktres,ESFP
Anne Hathaway,Entertainment,Aktor/Aktres,ESFJ
Anne Heche,Entertainment,Aktor/Aktres,ESFJ
Anne-Louise Lambert,Entertainment,Aktor/Aktres,INFJ
Anne-Marie Duff,Entertainment,Aktor/Aktres,INFP
Anneliese van der Pol,Entertainment,Aktor/Aktres,ESFJ
Annette Bening,Entertainment,Aktor/Aktres,ESFJ
Annie Lederman,Entertainment,Komedian,ESTP
Annie Liu,Entertainment,Aktor/Aktres,ENFP
Annie Parisse,Entertainment,Aktor/Aktres,ENFP
Anok Yai,Entertainment,Model,ISTP
Ansa Ikonen,Entertainment,Aktor/Aktres,ISFJ
Ansel Elgort,Entertainment,Aktor/Aktres,ENFJ
Ansley Hutchinson,Entertainment,Aktor/Aktres,ENFP
Ant Anstead,Entertainment,Pembawa Acara,ESTJ
Anthony Anderson,Entertainment,Aktor/Aktres,ESFP
Anthony Boyle,Entertainment,Aktor/Aktres,ENFP
Anthony Cumia,Entertainment,Komedian,ISTP
Anthony Daniels,Entertainment,Aktor/Aktres,ISTJ
Anthony Hopkins,Entertainment,Aktor/Aktres,ISFJ
Anthony Jeselnik,Entertainment,Komedian,ENTP
Anthony Kavanagh,Entertainment,Aktor/Aktres,ENFP
Anthony Mackie,Entertainment,Aktor/Aktres,ESTP
Anthony May,Entertainment,Aktor/Aktres,ISTJ
Anthony McPartlin,Entertainment,Pembawa Acara,ENTP
Anthony Minghella,Entertainment,Sutradara Film,INFP
Anthony Partridge,Entertainment,Pembawa Acara,ESFP
Anthony Perkins,Entertainment,Industri Film,INFP
Anthony Ramos,Entertainment,Aktor/Aktres,ISFP
Anthony Rapp,Entertainment,Aktor/Aktres,ENTP
Anthony Russo,Entertainment,Sutradara Film,INTP
Anthony Wong,Entertainment,Aktor/Aktres,INTP
Antje Traue,Entertainment,Aktor/Aktres,INFJ
Antoine de Maximy,Entertainment,Pembawa Acara,ENFP
Antoine Fuqua,Entertainment,Sutradara Film,ESTP
Anton Corbijn,Entertainment,Sutradara Film,INFP
Anton Dolin,Entertainment,Pembawa Acara,ENTP
Anton Lanshakov,Entertainment,Sutradara Film,INTJ
Anton Lapenko,Entertainment,Aktor/Aktres,INFJ
Anton Lesser,Entertainment,Aktor/Aktres,INTP
Anton Ptushkin,Entertainment,Pembawa Acara,ENTP
Anton Yelchin,Entertainment,Aktor/Aktres,INTP
Antonella Elia,Entertainment,Pembawa Acara,ENTJ
"Antonia ""Toni"" Gentry",Entertainment,Aktor/Aktres,ENFP
Antonia Thomas,Entertainment,Aktor/Aktres,ESFJ
Antônio Abujamra,Entertainment,Aktor/Aktres,ENTP
Antonio Banderas,Entertainment,Aktor/Aktres,ENFJ
Antonio Cipriano,Entertainment,Aktor/Aktres,ENFP
Antonio De Curtis (Totò),Entertainment,Aktor/Aktres,ENTP
Antônio Fagundes,Entertainment,Aktor/Aktres,INTJ
Antônio Pitanga,Entertainment,Aktor/Aktres,ISTJ
António Raminhos,Entertainment,Pembawa Acara,ESTP
Antonio Rosique,Entertainment,Pembawa Acara,ESTP
Antonio Tabet,Entertainment,Komedian,ENTP
Antony Starr,Entertainment,Aktor/Aktres,ENTJ
Anupam Tripathi,Entertainment,Aktor/Aktres,ENFP
Anurag Kashyap,Entertainment,Sutradara Film,INFP
Anwar Hadid,Entertainment,Model,ISFP
Anya Chalotra,Entertainment,Aktor/Aktres,INFP
Anya Taylor-Joy,Entertainment,Aktor/Aktres,ENFJ
Aoi Koga,Entertainment,Pengisi Suara,ENFJ
Aoi Morikawa,Entertainment,Aktor/Aktres,ENTP
Aoi Yūki,Entertainment,Pengisi Suara,ENFP
Apichatpong Weerasethakul,Entertainment,Sutradara Film,INFP
ApnaJ,Entertainment,Komedian,ENTP
Apo Nattawin Wattanagitiphat,Entertainment,Aktor/Aktres,ENFP
April Pearson,Entertainment,Aktor/Aktres,ESFJ
April Stewart,Entertainment,Pengisi Suara,ESFP
Ara Mina,Entertainment,Aktor/Aktres,ESTJ
Arafah Rianti,Entertainment,Komedian,ENFP
Aranyosi Péter,Entertainment,Komedian,ENFP
Aras Bulut İynemli,Entertainment,Aktor/Aktres,ESTP
Archie Renaux,Entertainment,Aktor/Aktres,ESFP
Archie Yates,Entertainment,Aktor/Aktres,ENFP
Arci Muñoz,Entertainment,Aktor/Aktres,ENFP
Arden Cho,Entertainment,Aktor/Aktres,INFP
Ari Aster,Entertainment,Sutradara Film,INTP
Ari Fournier,Entertainment,Model,ISFJ
Ari Irham,Entertainment,Aktor/Aktres,ENFP
Ari Ozawa,Entertainment,Pengisi Suara,INFP
Ari Shaffir,Entertainment,Komedian,ENTP
Ariadna Gil,Entertainment,Aktor/Aktres,INTP
Ariadna Gutiérrez,Entertainment,Model,ESTJ
Ariana DeBose,Entertainment,Aktor/Aktres,ESFP
Ariana Greenblatt,Entertainment,Aktor/Aktres,ESFP
Ariel Lin,Entertainment,Aktor/Aktres,ENFJ
Ariel Tatum,Entertainment,Aktor/Aktres,INTP
Ariel Vanellope Dayao,Entertainment,Aktor/Aktres,ENTP
Ariel Winter,Entertainment,Aktor/Aktres,ESFP
Ariela Barer,Entertainment,Aktor/Aktres,ESFP
Arielle Dombasle,Entertainment,Aktor/Aktres,ESFJ
Arielle Goldman,Entertainment,Aktor/Aktres,INFP
Arielle Vandenberg,Entertainment,Aktor/Aktres,ESFP
Aries Spears,Entertainment,Komedian,ESTP
Arino Grande,Entertainment,Aktor/Aktres,ESFJ
Arisa Komiya,Entertainment,Pengisi Suara,INFP
Arj Barker,Entertainment,Komedian,ENTP
Arjun Kapoor,Entertainment,Aktor/Aktres,ISTP
Armando Babaioff,Entertainment,Aktor/Aktres,ENFP
Armando Iannucci,Entertainment,Sutradara Film,INTP
Armeena Khan,Entertainment,Aktor/Aktres,ENFP
Armie Hammer,Entertainment,Aktor/Aktres,ENTP
Arnie Pantoja,Entertainment,Pengisi Suara,ENFP
Arnold Schwarzenegger,Entertainment,Aktor/Aktres,ENTJ
Arón Piper,Entertainment,Aktor/Aktres,ISFP
Arron Crascal,Entertainment,Komedian,ESFP
Arsenio Hall,Entertainment,Komedian,ESFP
Arthur Aguiar (BBB22),Entertainment,Aktor/Aktres,ISFP
Arthur Darvill,Entertainment,Aktor/Aktres,ISFJ
Artur Aristakisyan,Entertainment,Sutradara Film,INFP
Arturo López Gavito,Entertainment,Aktor/Aktres,INTJ
Ary Fontoura,Entertainment,Aktor/Aktres,ENFJ
Ary Toledo,Entertainment,Komedian,INTJ
Asa Butterfield,Entertainment,Aktor/Aktres,INTP
Asami Imai,Entertainment,Pengisi Suara,ENFP
Asami Seto,Entertainment,Pengisi Suara,ENTJ
Asghar Farhadi,Entertainment,Sutradara Film,INFJ
Asha Parekh,Entertainment,Aktor/Aktres,ESFJ
Asher Angel,Entertainment,Aktor/Aktres,ESTP
Ashkan khatibi,Entertainment,Aktor/Aktres,ENFJ
Ashleigh Ball,Entertainment,Pengisi Suara,ESFJ
Ashley Benson,Entertainment,Aktor/Aktres,ESTP
Ashley Boettcher,Entertainment,Aktor/Aktres,INTP
Ashley Flowers,Entertainment,Pembawa Acara,ESFJ
Ashley Graham,Entertainment,Model,ESFP
Ashley Greene,Entertainment,Aktor/Aktres,ENFP
Ashley Johnson,Entertainment,Aktor/Aktres,INFP
Ashley Judd,Entertainment,Aktor/Aktres,ENTJ
Ashley Olsen,Entertainment,Aktor/Aktres,INTJ
Ashley Park,Entertainment,Aktor/Aktres,ESFP
Ashley Tisdale,Entertainment,Aktor/Aktres,ISFP
Ashley Williams-Dodson,Entertainment,Aktor/Aktres,ENFP
Ashley Zukerman,Entertainment,Aktor/Aktres,INFJ
Ashly Burch,Entertainment,Aktor/Aktres,ENFP
Ashton Kutcher,Entertainment,Aktor/Aktres,ISTP
Aslı Enver,Entertainment,Aktor/Aktres,ESFJ
Aslı İnandık,Entertainment,Aktor/Aktres,ESTJ
Asmara Abigail,Entertainment,Aktor/Aktres,ESFP
Assi Azar,Entertainment,Pembawa Acara,ENTP
Assi Cohen (אסי כהן),Entertainment,Komedian,ENFJ
Assi Dayan,Entertainment,Sutradara Film,ENTP
Assi Dayan,Entertainment,Aktor/Aktres,ENTP
Astrid Fontenelle,Entertainment,Pembawa Acara,ENFP
Asuma Kousuke,Entertainment,Aktor/Aktres,ENFP
Asuman Krause,Entertainment,Aktor/Aktres,ENFP
Ata Demirer,Entertainment,Komedian,ENFP
Atesh Salih,Entertainment,Model,ISFP
Athena Chu,Entertainment,Aktor/Aktres,ENFP
Atsuko Maeda,Entertainment,Aktor/Aktres,ISFP
Atsumi Tanezaki,Entertainment,Pengisi Suara,INFP
Atsushi Miyauchi,Entertainment,Pengisi Suara,INTP
Atsushi Tamaru,Entertainment,Pengisi Suara,INTP
Aubrey Anderson-Emmons,Entertainment,Aktor/Aktres,ENTP
Aubrey Joseph,Entertainment,Aktor/Aktres,ESFP
Aubrey Peeples,Entertainment,Aktor/Aktres,INFP
Aubrey Plaza,Entertainment,Aktor/Aktres,INTP
Audrey Hepburn,Entertainment,Industri Film,INFP
Audrey Tautou,Entertainment,Aktor/Aktres,INFP
August Diehl,Entertainment,Aktor/Aktres,ENTP
Auli’i Cravalho,Entertainment,Aktor/Aktres,ENFP
Aunt Chippy,Entertainment,Pembawa Acara,ESTJ
Austin Abrams,Entertainment,Aktor/Aktres,INFP
Austin Butler,Entertainment,Aktor/Aktres,ISFP
Austin North,Entertainment,Aktor/Aktres,ENFJ
Austin Tindle,Entertainment,Pengisi Suara,INTP
Ava Gardner,Entertainment,Industri Film,ENTJ
Ava Kolker,Entertainment,Aktor/Aktres,ENTP
Avan Jogia,Entertainment,Aktor/Aktres,INFP
Avery Brooks,Entertainment,Aktor/Aktres,INFJ
Avi Arad,Entertainment,Film & TV Crew,ESTP
Avi Lake,Entertainment,Aktor/Aktres,ENFJ
Awkwafina,Entertainment,Aktor/Aktres,ENFP
Axel Auriant,Entertainment,Aktor/Aktres,INTP
Aya Asahina,Entertainment,Aktor/Aktres,ENFP
Aya Cash,Entertainment,Aktor/Aktres,ENFJ
Aya Endō,Entertainment,Pengisi Suara,INFP
Aya Uchida,Entertainment,Pengisi Suara,ISFJ
Ayahi Takagaki,Entertainment,Pengisi Suara,ENFP
Ayaka Miyoshi,Entertainment,Aktor/Aktres,INTJ
Ayaka Ōhashi,Entertainment,Pengisi Suara,ENTP
Ayako Kawasumi,Entertainment,Pengisi Suara,ISFJ
Ayame Misaki,Entertainment,Aktor/Aktres,INFJ
Ayana Moon,Entertainment,Model,ISTJ
Ayana Taketatsu,Entertainment,Pengisi Suara,ENFP
Ayane Sakura,Entertainment,Pengisi Suara,INTP
Ayasa Itō,Entertainment,Pengisi Suara,ESFP
Ayesha Omer,Entertainment,Aktor/Aktres,ENFJ
Aymen Hameed,Entertainment,Komedian,ISTP
Ayo Edebiri,Entertainment,Komedian,INFP
Aysun Kayacı,Entertainment,Aktor/Aktres,INTP
Aytaç Şaşmaz,Entertainment,Aktor/Aktres,ESFP
Ayumi Fujimura,Entertainment,Pengisi Suara,ENFJ
Ayumu Murase,Entertainment,Pengisi Suara,ENFP
Aziz Ansari,Entertainment,Komedian,ENFP
Azul Guaita,Entertainment,Aktor/Aktres,ESTJ
Azusa Tadokoro,Entertainment,Pengisi Suara,ISFP
B.J. Novak,Entertainment,Aktor/Aktres,INTJ
Babak Karimi,Entertainment,Aktor/Aktres,INTP
Babette van Veen,Entertainment,Aktor/Aktres,ESFP
Babu Santana,Entertainment,Aktor/Aktres,ISFP
Bae Doona,Entertainment,Aktor/Aktres,INFP
Bae In-Hyuk,Entertainment,Aktor/Aktres,ENFP
Bae Suzy,Entertainment,Aktor/Aktres,ISFP
Bahareh Afshari,Entertainment,Aktor/Aktres,ENTJ
Bahram Afshari,Entertainment,Aktor/Aktres,ENTP
Bahram Radan,Entertainment,Aktor/Aktres,ENFP
Bai Jingting,Entertainment,Aktor/Aktres,ISTP
Bai Lu,Entertainment,Aktor/Aktres,ENFJ
Bai Yu,Entertainment,Aktor/Aktres,ENTP
Baifern Pimchanok Luevisadpaibul,Entertainment,Aktor/Aktres,ESTP
Bailee Madison,Entertainment,Aktor/Aktres,ENFJ
Bailey Bass,Entertainment,Aktor/Aktres,ENFJ
Baim Wong,Entertainment,Aktor/Aktres,ESTJ
Baker Terry,Entertainment,Pengisi Suara,ESFP
Banjō Ginga,Entertainment,Pengisi Suara,ENFJ
Banu Alkan,Entertainment,Aktor/Aktres,ESFP
Barak Hardley,Entertainment,Aktor/Aktres,ENFP
Baran bo Odar,Entertainment,Sutradara Film,INTJ
BARAN S,Entertainment,Model,ENTP
Barão de Itararé,Entertainment,Komedian,ENTP
Barbara D'Urso (Maria Carmela D'Urso),Entertainment,Pembawa Acara,ESFJ
Bárbara de Regil,Entertainment,Aktor/Aktres,ESTP
Barbara Dunkelman,Entertainment,Aktor/Aktres,ISTP
Barbara Goodson,Entertainment,Aktor/Aktres,ESFP
Barbara Hershey,Entertainment,Aktor/Aktres,ESTJ
Bárbara López,Entertainment,Aktor/Aktres,INTJ
Barbara Palombelli,Entertainment,Pembawa Acara,ISTJ
Barbara Palvin,Entertainment,Model,ESFP
Bárbara Paz,Entertainment,Aktor/Aktres,INFP
Barbara Schöneberger,Entertainment,Pembawa Acara,ESFJ
Barbara Stanwyck,Entertainment,Industri Film,ESTJ
Barbara Windsor,Entertainment,Aktor/Aktres,ESFJ
Barbie Ferreira,Entertainment,Model,ENFP
Barbie Forteza,Entertainment,Aktor/Aktres,ENFP
Barbie Hsu,Entertainment,Aktor/Aktres,ENFJ
Barcode Tinnasit Isarapongporn,Entertainment,Aktor/Aktres,INFP
Bård Ylvisåker,Entertainment,Komedian,INTJ
Bariş Arduç,Entertainment,Aktor/Aktres,INTJ
Barkha Dutt,Entertainment,Pembawa Acara,ENTP
Barkley Dubis,Entertainment,Sutradara Film,INFJ
Barrett Wilbert Weed,Entertainment,Aktor/Aktres,INFP
Barry Gordon,Entertainment,Aktor/Aktres,ISFP
Barry Humphries,Entertainment,Komedian,ENFP
Barry Jenkins,Entertainment,Sutradara Film,ENFP
Barry Keoghan,Entertainment,Aktor/Aktres,ENFJ
Barry Levinson,Entertainment,Sutradara Film,ENTP
Barry Pepper,Entertainment,Aktor/Aktres,ISTP
Bassel Khaiat,Entertainment,Aktor/Aktres,ISFJ
Bassem Youssef,Entertainment,Komedian,ENTP
Batoré,Entertainment,Komedian,ESTP
Batuhan Karacakaya,Entertainment,Aktor/Aktres,ENTJ
Baturay Özdemir,Entertainment,Komedian,ENTP
Bayan Alaguzova,Entertainment,Aktor/Aktres,ESTJ
Baz Luhrmann,Entertainment,Sutradara Film,ISFP
BD Wong,Entertainment,Aktor/Aktres,ISFJ
Bea Alonzo,Entertainment,Aktor/Aktres,ENFJ
Bea Arthur,Entertainment,Industri Film,INTJ
Beanie Feldstein,Entertainment,Aktor/Aktres,ENFJ
Bear Grylls,Entertainment,Pembawa Acara,ISTP
Béatrice Dalle,Entertainment,Aktor/Aktres,ISFP
Beatrice Luigi Gomez,Entertainment,Model,INFJ
Beatrix (wonderland system),Entertainment,Komedian,ESTP
Beau Bridgland,Entertainment,Pengisi Suara,INFJ
Beau van Erven Dorens,Entertainment,Pembawa Acara,ENFJ
Beby Tsabina,Entertainment,Aktor/Aktres,ENFP
Beck Bennett,Entertainment,Aktor/Aktres,ENTP
Becky Sloan,Entertainment,Sutradara Film,ENFP
Beetlejuice,Entertainment,Aktor/Aktres,ESFP
Behati Prinsloo,Entertainment,Model,ENFJ
Behnam Tashakor,Entertainment,Aktor/Aktres,INTJ
Behrouz Vossoughi,Entertainment,Aktor/Aktres,ISTJ
Bela Fernandes,Entertainment,Aktor/Aktres,ESFP
Bela Lugosi,Entertainment,Industri Film,ISFP
Béla Tarr,Entertainment,Sutradara Film,INFJ
Bella Hadid,Entertainment,Model,ISFJ
Bella Marcatti,Entertainment,Komedian,ENFP
Bella Ramsey,Entertainment,Aktor/Aktres,ENFP
Bella Thorne,Entertainment,Aktor/Aktres,ESFP
Ben (wonderland system),Entertainment,Komedian,ENTJ
Ben Affleck,Entertainment,Aktor/Aktres,ESTP
Ben Barnes,Entertainment,Aktor/Aktres,ENFP
Ben Brainard,Entertainment,Komedian,ESFP
Ben Cook,Entertainment,Aktor/Aktres,ENFP
Ben Diskin,Entertainment,Pengisi Suara,ENFP
Ben Foster,Entertainment,Aktor/Aktres,INFP
Ben Gazzara,Entertainment,Aktor/Aktres,ESTP
Ben Gleib,Entertainment,Komedian,ENTP
Ben Hardy,Entertainment,Aktor/Aktres,ISTP
Ben Kingsley,Entertainment,Aktor/Aktres,INFJ
Ben Mendelsohn,Entertainment,Aktor/Aktres,ENFP
Ben Platt,Entertainment,Aktor/Aktres,INFP
Ben Savage,Entertainment,Aktor/Aktres,ESTP
Ben Schnetzer,Entertainment,Aktor/Aktres,ENFP
Ben Schwartz,Entertainment,Aktor/Aktres,ENTP
Ben Stein,Entertainment,Film & TV Crew,INTP
Ben Stiller,Entertainment,Aktor/Aktres,INFP
Ben Whishaw,Entertainment,Aktor/Aktres,INFP
Benedetta Porcaroli,Entertainment,Aktor/Aktres,INFP
Benedict Cumberbatch,Entertainment,Aktor/Aktres,INFJ
BENEKLİ AYHAN,Entertainment,Film & TV Crew,ESTP
Benicio Del Toro,Entertainment,Aktor/Aktres,INFP
Benjamin McKenzie,Entertainment,Aktor/Aktres,ISTJ
Benjamin Wadsworth,Entertainment,Aktor/Aktres,ENTP
Benny Sa,Entertainment,Pembawa Acara,INFP
Benny Safdie,Entertainment,Sutradara Film,INTP
Benoît Poelvoorde,Entertainment,Aktor/Aktres,ENFP
Bensu Soral,Entertainment,Aktor/Aktres,ISTJ
Bento Ribeiro,Entertainment,Aktor/Aktres,INTP
Beren Saat,Entertainment,Aktor/Aktres,INFJ
Bergüzar Korel,Entertainment,Aktor/Aktres,ESFJ
Bernardo Bertolucci,Entertainment,Sutradara Film,INTP
Bernie Mac,Entertainment,Komedian,ESTP
Bert Kreischer,Entertainment,Komedian,ESFP
Best Vittawin Veeravidhayanant,Entertainment,Aktor/Aktres,ISFJ
Betão,Entertainment,Komedian,ESTP
Beth Behrs,Entertainment,Aktor/Aktres,ESFJ
Bethany Antonia,Entertainment,Aktor/Aktres,INTJ
Bethany Joy Lenz,Entertainment,Aktor/Aktres,ENFP
Beto Brant,Entertainment,Sutradara Film,INFP
Beto Hora,Entertainment,Komedian,INTJ
Beto Ortiz,Entertainment,Pembawa Acara,ESTJ
Beto Silva,Entertainment,Komedian,INFP
Bette Davis,Entertainment,Industri Film,ESTJ
Bettie Page,Entertainment,Model,ISFP
Betty Faria,Entertainment,Aktor/Aktres,ENFP
Betty White,Entertainment,Industri Film,ENTJ
Bex Taylor-Klaus,Entertainment,Aktor/Aktres,ISFP
Beyazıt Öztürk (Beyaz),Entertainment,Komedian,ESFJ
Bia Arantes,Entertainment,Aktor/Aktres,INFP
Bia Jordão,Entertainment,Aktor/Aktres,ENFJ
Bianca Alencar,Entertainment,Pengisi Suara,ENFP
Bianca Comparato,Entertainment,Aktor/Aktres,INFP
Bible Wichapas Sumettikul,Entertainment,Aktor/Aktres,INTP
Big Jay Oakerson,Entertainment,Komedian,ISFP
Biju Menon,Entertainment,Aktor/Aktres,ISTP
Bilal Lashari,Entertainment,Sutradara Film,INTP
Bill Bailey,Entertainment,Komedian,ENTP
Bill Burr,Entertainment,Komedian,ISTP
Bill Butts,Entertainment,Pengisi Suara,ENFP
Bill Cooper,Entertainment,Pembawa Acara,INTJ
Bill Cosby,Entertainment,Aktor/Aktres,ESFP
Bill Fagerbakke,Entertainment,Aktor/Aktres,ISFJ
Bill Hader,Entertainment,Aktor/Aktres,ENTP
Bill Hicks,Entertainment,Komedian,ENTP
Bill Maher,Entertainment,Pembawa Acara,ENTP
Bill Moseley,Entertainment,Aktor/Aktres,ESTP
Bill Murray,Entertainment,Aktor/Aktres,INTP
Bill Nighy,Entertainment,Aktor/Aktres,ENTP
"Bill Nye ""The Science Guy""",Entertainment,Pembawa Acara,ENTP
Bill Oddie,Entertainment,Komedian,INFP
Bill Skarsgård,Entertainment,Aktor/Aktres,ISTP
Billie Lourd,Entertainment,Aktor/Aktres,ENTP
Billie Piper,Entertainment,Aktor/Aktres,ESFP
Billkin Putthipong Assaratanakul,Entertainment,Aktor/Aktres,INFJ
Billur Kalkavan,Entertainment,Aktor/Aktres,ESTP
Billy Bob Thornton,Entertainment,Aktor/Aktres,ISTP
Billy Boyd,Entertainment,Aktor/Aktres,ESFP
Billy Bryk,Entertainment,Aktor/Aktres,ISFJ
Billy Connolly,Entertainment,Komedian,ENTP
Billy Crudup,Entertainment,Aktor/Aktres,INFJ
Billy Crystal,Entertainment,Aktor/Aktres,ENTP
Billy Dee Williams,Entertainment,Aktor/Aktres,ESFJ
Billy Eichner,Entertainment,Komedian,ENTP
Billy Herrington,Entertainment,Aktor/Aktres,ESFP
Billy Kametz,Entertainment,Pengisi Suara,ENFP
Billy Porter,Entertainment,Aktor/Aktres,ENFJ
Billy West,Entertainment,Aktor/Aktres,ESFJ
Billy Wilder,Entertainment,Sutradara Film,ENTP
Billy Zane,Entertainment,Aktor/Aktres,ENFP
Bintang Emon,Entertainment,Komedian,INTP
Birgitte Hjort Sørensen,Entertainment,Aktor/Aktres,ESFJ
Birkan Sokullu,Entertainment,Aktor/Aktres,ENFJ
Bjarne Mädel,Entertainment,Aktor/Aktres,ISFP
Björn Andrésen,Entertainment,Aktor/Aktres,INFP
Blake Lively,Entertainment,Aktor/Aktres,ENFP
Blake Ritson,Entertainment,Aktor/Aktres,ENFJ
Blanca Suárez,Entertainment,Aktor/Aktres,ENFP
Bo Burnham,Entertainment,Komedian,INTP
Bo Derek,Entertainment,Aktor/Aktres,ISFP
Bob Barker,Entertainment,Pembawa Acara,ISFJ
Bob Einstein,Entertainment,Aktor/Aktres,ESTP
Bob Fosse,Entertainment,Industri Film,ESFP
Bob Harper,Entertainment,Pembawa Acara,ESFJ
Bob Hope,Entertainment,Industri Film,ESTJ
Bob Morley,Entertainment,Aktor/Aktres,INFP
Bob Mortimer,Entertainment,Komedian,ENFP
Bob Newhart,Entertainment,Komedian,INTP
Bob Odenkirk,Entertainment,Aktor/Aktres,ENTP
Bob Saget,Entertainment,Komedian,ESTP
Bobby Cannavale,Entertainment,Aktor/Aktres,ESTP
Bobby Lee,Entertainment,Komedian,ENTP
Bödőcs Tibor,Entertainment,Komedian,ENTP
Bogdan Lisevskiy,Entertainment,Komedian,ENTP
Bogusław Linda,Entertainment,Aktor/Aktres,ISTP
Bombo Fica,Entertainment,Komedian,ENTP
Bong Joon-ho,Entertainment,Sutradara Film,INFP
Bonnie Wright,Entertainment,Aktor/Aktres,ENFJ
Booboo Stewart,Entertainment,Aktor/Aktres,ISFP
Boobsie,Entertainment,Aktor/Aktres,ISFP
Book Kasidet Plookphol,Entertainment,Aktor/Aktres,INFP
Boran Kuzum,Entertainment,Aktor/Aktres,ISFP
Boris Izaguirre,Entertainment,Pembawa Acara,ESFP
Boris Karloff,Entertainment,Industri Film,ISFJ
Boris McGiver,Entertainment,Aktor/Aktres,ISTJ
Boss Chaikamon Sermsongwittaya,Entertainment,Aktor/Aktres,ISTP
Boun Noppanut Guntachai,Entertainment,Aktor/Aktres,ESTP
Bowen Yang,Entertainment,Komedian,ISFP
Boy Abunda,Entertainment,Aktor/Aktres,ENFJ
Boy William,Entertainment,Aktor/Aktres,ENFJ
Boyd Holbrook,Entertainment,Aktor/Aktres,ISFP
Brad Bird,Entertainment,Sutradara Film,ENTP
Brad Davis,Entertainment,Aktor/Aktres,ISFP
Brad Dourif,Entertainment,Aktor/Aktres,INFP
Brad Garrett,Entertainment,Komedian,ESTP
Brad Pitt,Entertainment,Aktor/Aktres,ISFP
Brad Renfro,Entertainment,Aktor/Aktres,ISFP
Bradley Cooper,Entertainment,Aktor/Aktres,ENFJ
Bradley James,Entertainment,Aktor/Aktres,ESFJ
Bradley Steven Perry,Entertainment,Aktor/Aktres,ENTP
Bradley Walsh,Entertainment,Pembawa Acara,ESFP
Bradley Whitford,Entertainment,Aktor/Aktres,ISFJ
Bram Krikke,Entertainment,Pembawa Acara,ENFP
Brandi Quinones,Entertainment,Model,ENTP
Brandon Cronenberg,Entertainment,Sutradara Film,INFP
Brandon Flynn,Entertainment,Aktor/Aktres,ISFP
Brandon Lee,Entertainment,Aktor/Aktres,INTP
Brandon Uranowitz,Entertainment,Aktor/Aktres,INFP
Brays Efe,Entertainment,Aktor/Aktres,ENFP
breanna yde (YDE),Entertainment,Aktor/Aktres,ISFP
Brec Bassinger,Entertainment,Aktor/Aktres,ESFJ
Brenda Asnicar,Entertainment,Aktor/Aktres,ESFP
Brenda Song,Entertainment,Aktor/Aktres,ESFJ
Brendan Fraser,Entertainment,Aktor/Aktres,ISFP
Brendan Gleeson,Entertainment,Aktor/Aktres,ENFP
Brendan Schaub,Entertainment,Komedian,ESFP
Brennan Clost,Entertainment,Aktor/Aktres,ENFP
Brennan Lee Mulligan,Entertainment,Aktor/Aktres,ENTP
Brent Miller,Entertainment,Pengisi Suara,ENFP
Brent Spiner,Entertainment,Aktor/Aktres,ISFP
Brent Weinbach,Entertainment,Komedian,ENTP
Brenton Thwaites,Entertainment,Aktor/Aktres,ISFP
